District,Season,CropCategory,Crop,Year,Extent,Production
Ampara,Maha,Minor Export,Arecanut,2001,31.0,103.0
Ampara,Maha,Minor Export,Arecanut,2002,116.0,83.0
Ampara,Maha,Minor Export,Arecanut,2003,33.0,154.0
Ampara,Maha,Minor Export,Arecanut,2004,128.0,240.0
Ampara,Maha,Minor Export,Arecanut,2005,460.0,358.0
Ampara,Maha,Minor Export,Arecanut,2006,368.0,166.0
Ampara,Maha,Minor Export,Arecanut,2007,207.7,183.9
Ampara,Maha,Minor Export,Arecanut,2008,181.3,177.0
Ampara,Yala,Minor Export,Arecanut,2001,53.0,40.0
Ampara,Yala,Minor Export,Arecanut,2002,103.0,21.0
Ampara,Yala,Minor Export,Arecanut,2003,100.0,36.0
Ampara,Yala,Minor Export,Arecanut,2004,160.0,181.0
Ampara,Yala,Minor Export,Arecanut,2005,305.0,138.0
Ampara,Yala,Minor Export,Arecanut,2006,178.0,476.0
Ampara,Yala,Minor Export,Arecanut,2007,169.2,491.0
Ampara,Yala,Minor Export,Arecanut,2008,142.2,242.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2001,774.0,5809.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2002,768.0,5780.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2003,527.0,3911.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2004,625.0,4760.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2005,518.0,3955.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2006,374.0,2738.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2007,395.0,3348.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2008,390.0,3413.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2009,381.0,3628.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2010,206.0,3722.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2011,175.0,1918.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2012,163.0,2477.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2013,171.0,2601.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2014,188.0,2861.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2015,110.0,1454.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2016,111.0,1491.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2017,76.0,1001.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2018,135.0,1905.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2019,144.0,4155.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2020,144.0,4215.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2021,149.2,4243.3
Ampara,Maha,Low Country Vegetable,Ash Plantain,2022,138.6,3731.9
Ampara,Maha,Low Country Vegetable,Ash Plantain,2023,407.6,3827.0
Ampara,Maha,Low Country Vegetable,Ash Plantain,2024,152.8,4093.1
Ampara,Maha,Low Country Vegetable,Ash Plantain,2025,154.8,1676.4
Ampara,Yala,Low Country Vegetable,Ash Plantain,2001,251.0,2278.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2002,22.0,196.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2003,400.0,3585.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2004,394.0,3532.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2005,223.0,1964.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2006,241.0,1590.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2007,223.0,1546.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2008,168.0,1522.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2009,99.0,1534.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2010,573.0,5078.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2011,100.0,1176.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2012,793.0,15188.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2013,234.0,1962.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2014,72.0,1399.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2015,96.0,1326.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2016,72.0,1887.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2017,141.0,3570.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2018,94.0,2320.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2019,98.0,1146.0
Ampara,Yala,Low Country Vegetable,Ash Plantain,2020,89.1,1129.1
Ampara,Yala,Low Country Vegetable,Ash Plantain,2021,58.0,1000.8
Ampara,Yala,Low Country Vegetable,Ash Plantain,2022,66.7,786.1
Ampara,Yala,Low Country Vegetable,Ash Plantain,2023,73.8,955.7
Ampara,Yala,Low Country Vegetable,Ash Plantain,2024,89.2,939.2
Ampara,Yala,Low Country Vegetable,Ash Plantain,2025,84.9,907.8
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2001,19.0,177.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2002,30.0,274.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2003,27.0,245.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2004,45.0,403.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2005,39.0,362.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2006,25.0,236.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2007,15.0,240.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2008,23.0,222.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2009,22.0,202.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2010,15.0,252.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2011,28.0,255.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2012,14.0,213.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2013,15.0,224.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2014,16.0,246.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2015,4.0,119.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2016,4.0,118.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2017,5.0,109.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2018,12.0,231.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2019,9.0,157.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2020,15.0,267.0
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2021,12.2,218.7
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2022,5.1,76.1
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2023,12.9,388.7
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2024,15.0,633.4
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2025,13.7,671.8
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2001,46.0,410.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2002,5.8,73.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2003,14.0,61.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2004,15.0,73.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2005,10.0,51.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2006,73.0,271.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2007,84.0,405.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2008,76.0,312.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2009,5.8,73.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2010,4.0,63.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2011,3.0,44.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2012,1.0,13.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2013,7.0,148.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2014,72.0,1399.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2015,6.0,171.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2016,0.0,73.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2017,7.0,71.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2018,1.0,5.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2019,2.0,75.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2020,0.5,1.8
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2021,5.8,73.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2022,3.3,32.1
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2023,4.7,59.3
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2024,5.6,395.0
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2025,5.6,395.9
Ampara,Maha,Fruits,Avocado,2014,152.0,15.0
Ampara,Maha,Fruits,Avocado,2015,3.0,6.0
Ampara,Maha,Fruits,Avocado,2016,7.4,4.4
Ampara,Maha,Fruits,Avocado,2017,4.4,6.1
Ampara,Yala,Fruits,Avocado,2014,15.0,152.0
Ampara,Yala,Fruits,Avocado,2015,3.0,5.0
Ampara,Yala,Fruits,Avocado,2016,7.6,3.2
Ampara,Yala,Fruits,Avocado,2017,3.4,11.7
Ampara,Maha,Low Country Vegetable,Bandakka,2001,231.0,1652.0
Ampara,Maha,Low Country Vegetable,Bandakka,2002,207.0,1481.0
Ampara,Maha,Low Country Vegetable,Bandakka,2003,178.0,1261.0
Ampara,Maha,Low Country Vegetable,Bandakka,2004,191.0,1306.0
Ampara,Maha,Low Country Vegetable,Bandakka,2005,162.0,1086.0
Ampara,Maha,Low Country Vegetable,Bandakka,2006,208.0,1406.0
Ampara,Maha,Low Country Vegetable,Bandakka,2007,251.0,2106.0
Ampara,Maha,Low Country Vegetable,Bandakka,2008,259.0,2089.0
Ampara,Maha,Low Country Vegetable,Bandakka,2009,320.0,2650.0
Ampara,Maha,Low Country Vegetable,Bandakka,2010,219.0,2271.0
Ampara,Maha,Low Country Vegetable,Bandakka,2011,157.0,1636.0
Ampara,Maha,Low Country Vegetable,Bandakka,2012,185.0,2806.0
Ampara,Maha,Low Country Vegetable,Bandakka,2013,194.0,2946.0
Ampara,Maha,Low Country Vegetable,Bandakka,2014,213.0,3240.0
Ampara,Maha,Low Country Vegetable,Bandakka,2015,175.0,3318.0
Ampara,Maha,Low Country Vegetable,Bandakka,2016,2.0,20.0
Ampara,Maha,Low Country Vegetable,Bandakka,2017,141.0,1828.0
Ampara,Maha,Low Country Vegetable,Bandakka,2018,193.0,2043.0
Ampara,Maha,Low Country Vegetable,Bandakka,2019,214.0,2398.0
Ampara,Maha,Low Country Vegetable,Bandakka,2020,232.0,2618.0
Ampara,Maha,Low Country Vegetable,Bandakka,2021,217.0,2519.3
Ampara,Maha,Low Country Vegetable,Bandakka,2022,304.8,3527.3
Ampara,Maha,Low Country Vegetable,Bandakka,2023,294.7,2832.4
Ampara,Maha,Low Country Vegetable,Bandakka,2024,224.6,2805.8
Ampara,Maha,Low Country Vegetable,Bandakka,2025,301.8,3795.4
Ampara,Yala,Low Country Vegetable,Bandakka,2001,113.0,761.0
Ampara,Yala,Low Country Vegetable,Bandakka,2002,103.0,695.0
Ampara,Yala,Low Country Vegetable,Bandakka,2003,91.0,631.0
Ampara,Yala,Low Country Vegetable,Bandakka,2004,90.0,625.0
Ampara,Yala,Low Country Vegetable,Bandakka,2005,99.0,676.0
Ampara,Yala,Low Country Vegetable,Bandakka,2006,127.0,771.0
Ampara,Yala,Low Country Vegetable,Bandakka,2007,153.0,861.0
Ampara,Yala,Low Country Vegetable,Bandakka,2008,151.0,1387.0
Ampara,Yala,Low Country Vegetable,Bandakka,2009,130.0,1303.25
Ampara,Yala,Low Country Vegetable,Bandakka,2010,88.0,1186.0
Ampara,Yala,Low Country Vegetable,Bandakka,2011,102.0,1918.0
Ampara,Yala,Low Country Vegetable,Bandakka,2012,143.0,1597.0
Ampara,Yala,Low Country Vegetable,Bandakka,2013,162.0,2598.0
Ampara,Yala,Low Country Vegetable,Bandakka,2014,133.0,2537.0
Ampara,Yala,Low Country Vegetable,Bandakka,2015,120.0,2436.0
Ampara,Yala,Low Country Vegetable,Bandakka,2016,198.0,3229.0
Ampara,Yala,Low Country Vegetable,Bandakka,2017,138.0,183.0
Ampara,Yala,Low Country Vegetable,Bandakka,2018,112.0,951.0
Ampara,Yala,Low Country Vegetable,Bandakka,2019,118.0,1274.0
Ampara,Yala,Low Country Vegetable,Bandakka,2020,134.8,1452.2
Ampara,Yala,Low Country Vegetable,Bandakka,2021,80.2,914.9
Ampara,Yala,Low Country Vegetable,Bandakka,2022,170.6,1717.2
Ampara,Yala,Low Country Vegetable,Bandakka,2023,146.6,1332.5
Ampara,Yala,Low Country Vegetable,Bandakka,2024,173.0,2000.2
Ampara,Yala,Low Country Vegetable,Bandakka,2025,173.4,1826.5
Ampara,Maha,Up Country Vegetable,Beans,2001,0.0,37.0
Ampara,Maha,Up Country Vegetable,Beans,2002,1.0,2.0
Ampara,Maha,Up Country Vegetable,Beans,2003,10.0,37.0
Ampara,Maha,Up Country Vegetable,Beans,2004,2.0,7.0
Ampara,Maha,Up Country Vegetable,Beans,2005,2.0,7.0
Ampara,Maha,Up Country Vegetable,Beans,2006,5.0,18.0
Ampara,Maha,Up Country Vegetable,Beans,2007,10.0,37.0
Ampara,Maha,Up Country Vegetable,Beans,2008,22.0,65.0
Ampara,Maha,Up Country Vegetable,Beans,2009,32.0,94.0
Ampara,Maha,Up Country Vegetable,Beans,2010,16.0,81.0
Ampara,Maha,Up Country Vegetable,Beans,2011,17.0,87.0
Ampara,Maha,Up Country Vegetable,Beans,2012,22.0,110.0
Ampara,Maha,Up Country Vegetable,Beans,2013,23.0,116.0
Ampara,Maha,Up Country Vegetable,Beans,2014,25.0,127.0
Ampara,Maha,Up Country Vegetable,Beans,2015,6.0,28.0
Ampara,Maha,Up Country Vegetable,Beans,2016,4.0,19.0
Ampara,Maha,Up Country Vegetable,Beans,2017,17.0,86.0
Ampara,Maha,Up Country Vegetable,Beans,2018,3.0,15.0
Ampara,Maha,Up Country Vegetable,Beans,2019,10.0,48.0
Ampara,Maha,Up Country Vegetable,Beans,2020,16.0,75.0
Ampara,Maha,Up Country Vegetable,Beans,2021,15.9,57.9
Ampara,Maha,Up Country Vegetable,Beans,2022,10.7,23.9
Ampara,Maha,Up Country Vegetable,Beans,2023,6.9,24.4
Ampara,Maha,Up Country Vegetable,Beans,2024,2.7,8.0
Ampara,Maha,Up Country Vegetable,Beans,2025,6.7,27.9
Ampara,Yala,Up Country Vegetable,Beans,2001,0.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2002,0.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2003,0.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2004,1.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2005,1.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2006,1.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2007,2.0,4.0
Ampara,Yala,Up Country Vegetable,Beans,2008,2.0,7.0
Ampara,Yala,Up Country Vegetable,Beans,2009,1.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2010,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beans,2011,3.0,15.0
Ampara,Yala,Up Country Vegetable,Beans,2012,4.0,18.0
Ampara,Yala,Up Country Vegetable,Beans,2013,11.0,50.0
Ampara,Yala,Up Country Vegetable,Beans,2014,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beans,2015,0.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2016,1.0,4.0
Ampara,Yala,Up Country Vegetable,Beans,2017,1.0,7.0
Ampara,Yala,Up Country Vegetable,Beans,2018,1.0,2.0
Ampara,Yala,Up Country Vegetable,Beans,2019,1.0,1.0
Ampara,Yala,Up Country Vegetable,Beans,2020,0.5,1.0
Ampara,Yala,Up Country Vegetable,Beans,2021,1.0,5.4
Ampara,Yala,Up Country Vegetable,Beans,2022,0.9,6.8
Ampara,Yala,Up Country Vegetable,Beans,2023,0.4,3.0
Ampara,Yala,Up Country Vegetable,Beans,2024,1.9,9.8
Ampara,Yala,Up Country Vegetable,Beans,2025,1.9,9.8
Ampara,Maha,Up Country Vegetable,Beetroot,2001,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2002,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2003,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2004,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2005,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2006,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2007,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2008,1.0,6.0
Ampara,Maha,Up Country Vegetable,Beetroot,2009,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2010,1.0,11.0
Ampara,Maha,Up Country Vegetable,Beetroot,2011,1.0,8.0
Ampara,Maha,Up Country Vegetable,Beetroot,2012,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2013,1.0,8.0
Ampara,Maha,Up Country Vegetable,Beetroot,2014,2.0,8.0
Ampara,Maha,Up Country Vegetable,Beetroot,2015,0.0,0.0
Ampara,Maha,Up Country Vegetable,Beetroot,2016,0.0,0.0
Ampara,Maha,Up Country Vegetable,Beetroot,2017,0.0,0.0
Ampara,Maha,Up Country Vegetable,Beetroot,2018,2.0,15.0
Ampara,Maha,Up Country Vegetable,Beetroot,2019,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2020,0.0,0.0
Ampara,Maha,Up Country Vegetable,Beetroot,2021,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2022,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2023,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2024,1.0,7.0
Ampara,Maha,Up Country Vegetable,Beetroot,2025,1.0,7.0
Ampara,Yala,Up Country Vegetable,Beetroot,2001,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2002,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2003,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2004,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2005,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2006,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2007,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2008,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2009,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2010,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2011,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2012,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2013,1.0,8.0
Ampara,Yala,Up Country Vegetable,Beetroot,2014,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2015,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2016,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2017,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2018,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2019,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2020,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2021,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2022,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2023,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2024,0.0,0.0
Ampara,Yala,Up Country Vegetable,Beetroot,2025,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2001,1.0,5.0
Ampara,Maha,Roots and Tubers,Big Onions,2002,1.0,5.0
Ampara,Maha,Roots and Tubers,Big Onions,2003,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2004,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2005,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2006,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2007,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2008,2.0,24.0
Ampara,Maha,Roots and Tubers,Big Onions,2009,2.0,20.0
Ampara,Maha,Roots and Tubers,Big Onions,2010,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2011,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2012,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2013,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2014,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2015,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2016,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2017,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2018,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2020,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2021,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2022,0.2,2.3
Ampara,Maha,Roots and Tubers,Big Onions,2023,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2024,0.0,0.0
Ampara,Maha,Roots and Tubers,Big Onions,2025,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2001,7.0,44.0
Ampara,Yala,Roots and Tubers,Big Onions,2002,7.0,44.0
Ampara,Yala,Roots and Tubers,Big Onions,2003,8.0,46.0
Ampara,Yala,Roots and Tubers,Big Onions,2004,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2005,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2006,4.0,12.0
Ampara,Yala,Roots and Tubers,Big Onions,2007,7.0,22.0
Ampara,Yala,Roots and Tubers,Big Onions,2008,6.0,21.0
Ampara,Yala,Roots and Tubers,Big Onions,2009,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2010,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2011,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2012,1.0,26.0
Ampara,Yala,Roots and Tubers,Big Onions,2013,1.0,26.0
Ampara,Yala,Roots and Tubers,Big Onions,2014,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2015,2.0,4.0
Ampara,Yala,Roots and Tubers,Big Onions,2016,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2017,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2018,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2020,0.0,0.0
Ampara,Yala,Roots and Tubers,Big Onions,2021,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2022,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2023,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2024,1.0,8.0
Ampara,Yala,Roots and Tubers,Big Onions,2025,1.0,8.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2001,90.0,663.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2002,74.0,550.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2003,80.0,582.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2004,77.0,565.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2005,63.0,452.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2006,81.0,566.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2007,92.0,1240.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2008,95.0,958.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2009,143.0,2093.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2010,102.0,1614.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2011,62.0,925.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2012,81.0,1621.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2013,85.0,1703.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2014,85.0,1703.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2015,72.0,1547.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2016,0.0,1297.15
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2017,63.0,1315.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2018,81.0,1301.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2019,44.0,1692.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2020,96.0,1890.0
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2021,92.6,1661.4
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2022,102.7,1724.9
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2023,97.7,1293.3
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2024,71.1,1243.9
Ampara,Maha,Low Country Vegetable,Bitter Gourd,2025,73.4,1183.1
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2001,69.0,480.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2002,48.0,332.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2003,27.0,158.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2004,21.0,118.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2005,38.0,161.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2006,70.0,404.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2007,90.0,483.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2008,89.0,747.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2009,55.65,530.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2010,46.0,628.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2011,53.0,678.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2012,59.0,632.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2013,89.0,1661.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2014,89.0,1661.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2015,46.0,1074.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2016,72.0,1408.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2017,52.0,1077.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2018,41.0,577.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2019,44.0,304.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2020,51.6,359.1
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2021,30.4,225.3
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2022,58.3,432.0
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2023,58.8,415.8
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2024,69.0,1067.9
Ampara,Yala,Low Country Vegetable,Bitter Gourd,2025,60.9,646.0
Ampara,Maha,Pulses,Black Gram,2001,2.0,1.0
Ampara,Maha,Pulses,Black Gram,2002,3.0,2.0
Ampara,Maha,Pulses,Black Gram,2003,5.0,4.0
Ampara,Maha,Pulses,Black Gram,2004,2.0,2.0
Ampara,Maha,Pulses,Black Gram,2005,2.0,1.0
Ampara,Maha,Pulses,Black Gram,2006,7.0,5.0
Ampara,Maha,Pulses,Black Gram,2007,5.0,4.0
Ampara,Maha,Pulses,Black Gram,2008,19.0,30.0
Ampara,Maha,Pulses,Black Gram,2009,21.0,34.0
